inspection_id,inspection_time,machine_id,sku,sample_size,defect_count,defect_rate,result,main_defect_type,inspector_id,standard
QI-0011942,2024-02-16 22:00:00,M24,DUO-003,166,6,0.0373,PASS,银纹,QC-D,客户标准
QI-0011943,2025-03-28 18:00:00,M05,CUP-026,45,0,0.0022,PASS,,QC-D,IATF 16949
QI-0011944,2025-02-10 12:00:00,M27,LRB-009,147,0,0.0014,PASS,,QC-D,ISO 9001
QI-0011945,2025-11-13 15:00:00,M20,BUM-011,145,1,0.0118,PASS,银纹,QC-C,ISO 9001
QI-0011946,2024-06-05 04:00:00,M27,LFR-005,25,0,0.0026,PASS,,QC-C,IATF 16949
QI-0011947,2024-10-17 11:00:00,M18,BUM-023,28,0,0.0075,PASS,,QC-C,客户标准
QI-0011948,2026-04-21 14:00:00,M13,DRH-029,135,1,0.013,PASS,黑点,QC-C,客户标准
QI-0011949,2024-10-20 08:00:00,M24,TLP-008,129,0,0.0074,PASS,,QC-C,客户标准
QI-0011950,2024-08-05 23:00:00,M16,TLM-003,96,0,0.0013,PASS,,QC-A,ISO 9001
QI-0011951,2024-04-08 03:00:00,M23,WLC-008,166,2,0.0178,FAIL,缩痕,QC-B,ISO 9001
QI-0011952,2025-06-19 23:00:00,M02,CUP-030,162,1,0.0089,PASS,黑点,QC-C,ISO 9001
QI-0011953,2024-10-21 00:00:00,M10,CUP-013,76,3,0.05,FAIL,缺料,QC-B,客户标准
QI-0011954,2025-04-24 22:00:00,M19,BUM-016,173,0,0.0011,PASS,,QC-B,IATF 16949
QI-0011955,2024-04-14 17:00:00,M01,DRH-014,128,0,0.0044,PASS,,QC-D,客户标准
QI-0011956,2024-04-10 02:00:00,M22,BUM-001,150,0,0.0064,PASS,,QC-D,ISO 9001
QI-0011957,2025-04-29 09:00:00,M19,BUM-002,187,0,0.0034,PASS,,QC-A,ISO 9001
QI-0011958,2024-02-18 08:00:00,M17,BUM-019,156,0,0.0008,PASS,,QC-B,ISO 9001
QI-0011959,2024-08-12 08:00:00,M19,TLM-008,72,0,0.0025,PASS,,QC-A,客户标准
QI-0011960,2025-03-01 04:00:00,M23,DUO-019,195,0,0.0044,PASS,,QC-C,ISO 9001
QI-0011961,2026-01-19 19:00:00,M19,BUM-009,187,0,0.0038,PASS,,QC-B,IATF 16949
QI-0011962,2025-08-16 00:00:00,M07,VEN-012,94,2,0.0273,PASS,黑点,QC-B,ISO 9001
QI-0011963,2024-01-04 09:00:00,M02,CUP-025,110,1,0.0147,PASS,尺寸不合格,QC-D,ISO 9001
QI-0011964,2024-01-16 00:00:00,M01,VEN-029,38,0,0.0114,PASS,,QC-B,ISO 9001
QI-0011965,2025-01-02 15:00:00,M11,VEN-001,153,0,0.0036,PASS,,QC-D,IATF 16949
QI-0011966,2024-03-18 18:00:00,M13,CUP-014,140,2,0.021,PASS,熔接痕,QC-D,ISO 9001
QI-0011967,2026-01-10 10:00:00,M25,TLP-015,65,1,0.0189,PASS,黑点,QC-D,ISO 9001
QI-0011968,2026-01-19 08:00:00,M27,LFR-006,172,0,0.0038,PASS,,QC-C,IATF 16949
QI-0011969,2024-02-24 21:00:00,M18,BUM-025,76,0,0.0018,PASS,,QC-C,客户标准
QI-0011970,2026-01-11 03:00:00,M27,LFR-005,103,0,0.0043,PASS,,QC-A,IATF 16949
QI-0011971,2024-01-29 15:00:00,M11,CUP-026,164,1,0.008,PASS,黑点,QC-C,客户标准
QI-0011972,2026-03-29 13:00:00,M04,DRH-004,148,0,0.0034,PASS,,QC-A,客户标准
QI-0011973,2024-10-12 06:00:00,M12,DRH-026,68,0,0.0045,PASS,,QC-D,客户标准
QI-0011974,2024-01-02 02:00:00,M02,DRH-008,122,1,0.0116,PASS,银纹,QC-B,ISO 9001
QI-0011975,2025-12-14 10:00:00,M09,DRH-025,155,0,0.0056,PASS,,QC-C,ISO 9001
QI-0011976,2025-11-25 03:00:00,M05,DRH-018,36,0,0.0146,PASS,,QC-C,ISO 9001
QI-0011977,2024-03-28 04:00:00,M11,DRH-001,121,6,0.05,PASS,缺料,QC-D,IATF 16949
QI-0011978,2025-09-08 00:00:00,M05,DRH-030,124,2,0.017,PASS,缩痕,QC-D,ISO 9001
QI-0011979,2024-06-12 22:00:00,M05,VEN-024,98,4,0.05,PASS,变形,QC-C,客户标准
QI-0011980,2024-09-20 12:00:00,M04,VEN-001,74,1,0.0267,PASS,飞边,QC-D,客户标准
QI-0011981,2024-11-17 04:00:00,M03,CUP-021,187,1,0.0103,PASS,银纹,QC-C,IATF 16949
QI-0011982,2025-07-27 08:00:00,M27,LFR-022,157,0,0.0039,PASS,,QC-D,客户标准
QI-0011983,2024-08-03 07:00:00,M06,VEN-008,135,0,0.0048,PASS,,QC-B,ISO 9001
QI-0011984,2025-09-11 09:00:00,M28,LRB-011,151,0,0.0015,PASS,,QC-A,ISO 9001
QI-0011985,2024-07-17 23:00:00,M26,LFR-010,135,0,0.0046,PASS,,QC-B,IATF 16949
QI-0011986,2025-10-17 06:00:00,M02,VEN-018,34,0,0.0149,PASS,,QC-D,IATF 16949
QI-0011987,2024-10-31 12:00:00,M23,WLC-020,26,0,0.007,PASS,,QC-A,ISO 9001
QI-0011988,2026-04-01 10:00:00,M14,TLM-022,101,0,0.0029,PASS,,QC-B,ISO 9001
QI-0011989,2024-03-23 18:00:00,M17,TLM-001,120,0,0.0053,PASS,,QC-D,ISO 9001
QI-0011990,2025-07-04 12:00:00,M16,BUM-014,56,0,0.0036,PASS,,QC-D,客户标准
QI-0011991,2025-08-05 18:00:00,M08,CUP-010,142,0,0.0032,PASS,,QC-B,客户标准
QI-0011992,2026-01-16 02:00:00,M03,CUP-023,105,0,0.0072,PASS,,QC-C,客户标准
QI-0011993,2024-06-30 06:00:00,M10,DRH-027,113,1,0.0139,PASS,熔接痕,QC-D,ISO 9001
QI-0011994,2025-10-09 12:00:00,M08,DRH-030,141,0,0.0025,PASS,,QC-D,IATF 16949
QI-0011995,2024-04-16 08:00:00,M06,CUP-006,151,2,0.0142,PASS,色差,QC-D,ISO 9001
QI-0011996,2024-07-29 17:00:00,M07,VEN-016,83,3,0.0424,PASS,气泡,QC-C,IATF 16949
QI-0011997,2026-03-28 04:00:00,M05,DRH-015,198,3,0.0193,PASS,变形,QC-B,IATF 16949
QI-0011998,2025-01-14 05:00:00,M12,DRH-011,160,1,0.0087,PASS,缩痕,QC-D,客户标准
QI-0011999,2025-08-01 08:00:00,M20,TLM-018,51,0,0.0127,PASS,,QC-D,客户标准
QI-0012000,2025-04-17 17:00:00,M20,TLM-024,77,0,0.0088,PASS,,QC-B,ISO 9001
QI-0012001,2024-10-18 12:00:00,M18,TLM-019,158,2,0.0157,PASS,熔接痕,QC-D,客户标准
QI-0012002,2024-09-05 19:00:00,M14,HND-011,78,0,0.0074,PASS,,QC-B,客户标准
QI-0012003,2024-02-08 02:00:00,M27,LRB-016,35,0,0.0025,PASS,,QC-D,ISO 9001
QI-0012004,2025-10-12 13:00:00,M06,CUP-025,23,0,0.0027,PASS,,QC-B,客户标准
QI-0012005,2024-05-08 23:00:00,M09,VEN-011,162,0,0.0057,PASS,,QC-C,ISO 9001
QI-0012006,2025-04-25 20:00:00,M04,CUP-003,67,0,0.0052,PASS,,QC-A,ISO 9001
QI-0012007,2025-06-19 05:00:00,M28,LFR-011,200,3,0.0153,PASS,熔接痕,QC-C,IATF 16949
QI-0012008,2025-09-21 03:00:00,M18,TLM-015,189,0,0.0016,PASS,,QC-C,客户标准
QI-0012009,2024-08-06 08:00:00,M27,LFR-011,108,2,0.0248,PASS,缩痕,QC-D,IATF 16949
QI-0012010,2025-03-29 07:00:00,M06,DRH-024,103,1,0.0134,PASS,熔接痕,QC-C,ISO 9001
QI-0012011,2025-10-19 13:00:00,M14,TLM-015,169,1,0.0102,PASS,缩痕,QC-B,IATF 16949
QI-0012012,2024-12-24 15:00:00,M05,VEN-023,118,1,0.0094,FAIL,熔接痕,QC-A,IATF 16949
QI-0012013,2025-03-19 17:00:00,M06,DRH-023,46,0,0.0055,PASS,,QC-C,IATF 16949
QI-0012014,2024-09-04 09:00:00,M26,LRB-022,98,0,0.0037,PASS,,QC-B,IATF 16949
QI-0012015,2025-05-20 10:00:00,M03,CUP-025,170,1,0.0087,PASS,色差,QC-B,ISO 9001
QI-0012016,2026-01-05 17:00:00,M03,DRH-028,54,0,0.0031,PASS,,QC-D,IATF 16949
QI-0012017,2024-03-03 00:00:00,M22,BUM-004,82,0,0.0044,PASS,,QC-B,客户标准
QI-0012018,2025-04-05 04:00:00,M21,TLM-018,95,1,0.0166,PASS,熔接痕,QC-A,客户标准
QI-0012019,2025-02-18 20:00:00,M18,HND-017,84,2,0.0316,PASS,熔接痕,QC-A,IATF 16949
QI-0012020,2024-10-28 05:00:00,M15,BUM-011,85,0,0.0019,PASS,,QC-C,IATF 16949
QI-0012021,2025-02-17 13:00:00,M29,LFR-018,76,0,0.006,PASS,,QC-D,IATF 16949
QI-0012022,2026-03-21 09:00:00,M13,CUP-029,80,0,0.0011,PASS,,QC-D,IATF 16949
QI-0012023,2024-10-25 03:00:00,M24,DUO-018,115,0,0.0074,PASS,,QC-B,客户标准
QI-0012024,2025-04-21 20:00:00,M28,LFR-014,107,5,0.05,PASS,缺料,QC-A,ISO 9001
QI-0012025,2026-04-02 04:00:00,M20,HND-022,170,0,0.002,PASS,,QC-D,ISO 9001
QI-0012026,2025-08-26 21:00:00,M24,WLC-021,125,0,0.0035,PASS,,QC-B,ISO 9001
QI-0012027,2024-09-19 20:00:00,M01,DRH-008,31,0,0.0048,PASS,,QC-C,客户标准
QI-0012028,2024-11-09 21:00:00,M19,BUM-013,88,1,0.0168,PASS,飞边,QC-C,客户标准
QI-0012029,2024-12-04 10:00:00,M19,BUM-012,120,6,0.05,PASS,熔接痕,QC-B,ISO 9001
QI-0012030,2025-01-10 14:00:00,M17,TLM-016,199,3,0.0151,PASS,熔接痕,QC-D,客户标准
QI-0012031,2024-12-07 07:00:00,M22,HND-020,200,0,0.003,PASS,,QC-A,ISO 9001
QI-0012032,2025-01-22 12:00:00,M06,DRH-017,27,0,0.0022,PASS,,QC-B,IATF 16949
QI-0012033,2025-08-12 05:00:00,M04,VEN-016,162,0,0.0061,PASS,,QC-C,客户标准
QI-0012034,2025-09-29 22:00:00,M14,BUM-010,91,0,0.0014,PASS,,QC-D,ISO 9001
QI-0012035,2026-03-30 18:00:00,M20,HND-027,176,0,0.0047,PASS,,QC-C,客户标准
QI-0012036,2025-07-14 06:00:00,M28,LRB-019,45,0,0.018,PASS,,QC-C,客户标准
QI-0012037,2025-10-22 00:00:00,M29,LFR-010,140,2,0.0168,PASS,色差,QC-B,IATF 16949
QI-0012038,2024-10-23 18:00:00,M29,LRB-012,130,0,0.0009,PASS,,QC-A,ISO 9001
QI-0012039,2024-03-02 02:00:00,M16,HND-008,181,6,0.0336,PASS,气泡,QC-D,ISO 9001
QI-0012040,2025-02-03 22:00:00,M24,WLC-020,108,0,0.0035,PASS,,QC-C,ISO 9001
QI-0012041,2026-02-16 03:00:00,M06,DRH-018,192,3,0.0164,PASS,飞边,QC-A,IATF 16949
QI-0012042,2024-07-12 19:00:00,M24,WLC-016,52,2,0.0474,PASS,飞边,QC-C,客户标准
QI-0012043,2025-08-07 14:00:00,M26,LRB-015,74,0,0.0013,PASS,,QC-A,ISO 9001
QI-0012044,2025-08-31 22:00:00,M15,TLM-022,59,0,0.0082,PASS,,QC-D,ISO 9001
QI-0012045,2024-05-08 09:00:00,M24,DUO-011,52,0,0.009,PASS,,QC-A,ISO 9001
QI-0012046,2025-05-03 02:00:00,M14,HND-013,41,0,0.0037,PASS,,QC-B,ISO 9001
QI-0012047,2025-12-27 03:00:00,M27,LFR-007,161,0,0.0023,PASS,,QC-D,ISO 9001
QI-0012048,2025-08-25 20:00:00,M08,CUP-021,127,1,0.0125,PASS,黑点,QC-B,ISO 9001
QI-0012049,2025-04-26 05:00:00,M24,WLC-017,163,1,0.0068,PASS,黑点,QC-B,客户标准
QI-0012050,2026-04-27 08:00:00,M27,LFR-005,60,0,0.0028,PASS,,QC-A,客户标准
QI-0012051,2024-10-01 23:00:00,M04,DRH-022,109,0,0.0024,PASS,,QC-C,客户标准
QI-0012052,2025-03-03 03:00:00,M19,TLM-017,97,0,0.0026,PASS,,QC-B,客户标准
QI-0012053,2024-05-28 21:00:00,M28,LRB-013,24,0,0.0113,PASS,,QC-A,ISO 9001
QI-0012054,2024-08-10 14:00:00,M20,HND-002,101,1,0.0135,PASS,银纹,QC-C,ISO 9001
QI-0012055,2024-02-13 00:00:00,M05,VEN-019,112,0,0.0017,PASS,,QC-A,客户标准
QI-0012056,2024-03-19 12:00:00,M16,HND-005,108,0,0.0057,PASS,,QC-C,ISO 9001
QI-0012057,2024-09-01 16:00:00,M17,HND-026,199,1,0.0082,PASS,黑点,QC-B,ISO 9001
QI-0012058,2024-12-20 04:00:00,M21,HND-017,24,0,0.0203,PASS,,QC-A,客户标准
QI-0012059,2024-08-02 10:00:00,M09,CUP-006,34,0,0.0008,PASS,,QC-A,IATF 16949
QI-0012060,2024-12-13 06:00:00,M29,LFR-001,182,1,0.0056,PASS,缺料,QC-D,ISO 9001
QI-0012061,2024-08-18 21:00:00,M22,TLM-001,77,0,0.0097,PASS,,QC-B,客户标准
QI-0012062,2025-01-22 04:00:00,M03,VEN-028,96,0,0.0094,PASS,,QC-D,ISO 9001
QI-0012063,2024-08-22 11:00:00,M01,DRH-006,80,0,0.002,PASS,,QC-C,ISO 9001
QI-0012064,2025-09-02 13:00:00,M07,CUP-007,87,0,0.0011,PASS,,QC-B,IATF 16949
QI-0012065,2024-04-06 23:00:00,M01,CUP-029,139,0,0.0052,PASS,,QC-A,ISO 9001
QI-0012066,2025-09-20 14:00:00,M11,DRH-004,23,0,0.0022,PASS,,QC-B,客户标准
QI-0012067,2025-03-08 20:00:00,M12,DRH-024,122,2,0.0184,PASS,熔接痕,QC-C,ISO 9001
QI-0012068,2024-10-02 12:00:00,M24,DUO-019,158,3,0.0214,PASS,熔接痕,QC-A,IATF 16949
QI-0012069,2025-01-22 02:00:00,M26,LFR-009,180,0,0.0054,PASS,,QC-C,IATF 16949
QI-0012070,2024-05-28 18:00:00,M16,BUM-010,180,1,0.0107,PASS,飞边,QC-B,客户标准
QI-0012071,2025-05-13 23:00:00,M29,LRB-003,190,2,0.0124,PASS,尺寸不合格,QC-D,IATF 16949
QI-0012072,2025-03-10 21:00:00,M29,LRB-017,187,1,0.0055,PASS,气泡,QC-A,IATF 16949
QI-0012073,2025-11-02 08:00:00,M12,CUP-015,127,0,0.0015,PASS,,QC-C,IATF 16949
QI-0012074,2025-05-07 00:00:00,M18,BUM-006,106,0,0.0038,PASS,,QC-A,IATF 16949
QI-0012075,2025-06-11 05:00:00,M01,DRH-017,148,0,0.0033,PASS,,QC-A,IATF 16949
QI-0012076,2026-01-13 09:00:00,M09,DRH-029,49,0,0.0069,PASS,,QC-A,ISO 9001
QI-0012077,2024-09-24 15:00:00,M15,BUM-015,104,0,0.0054,PASS,,QC-B,客户标准
QI-0012078,2025-09-15 06:00:00,M03,DRH-006,177,3,0.0218,PASS,尺寸不合格,QC-A,IATF 16949
QI-0012079,2025-03-06 21:00:00,M19,TLM-015,151,1,0.0106,PASS,尺寸不合格,QC-D,ISO 9001
QI-0012080,2025-11-05 23:00:00,M24,TLP-011,116,4,0.0352,PASS,银纹,QC-A,IATF 16949
QI-0012081,2024-05-28 21:00:00,M17,BUM-024,182,1,0.0079,PASS,飞边,QC-D,客户标准
QI-0012082,2025-11-17 17:00:00,M01,VEN-025,138,1,0.0079,PASS,尺寸不合格,QC-C,IATF 16949
QI-0012083,2025-08-20 01:00:00,M12,DRH-015,40,0,0.0075,PASS,,QC-B,IATF 16949
QI-0012084,2024-10-20 08:00:00,M18,HND-012,158,7,0.05,PASS,色差,QC-D,IATF 16949
QI-0012085,2025-11-02 23:00:00,M13,CUP-010,129,0,0.0033,PASS,,QC-A,ISO 9001
QI-0012086,2025-01-03 03:00:00,M10,VEN-012,138,0,0.0039,PASS,,QC-B,ISO 9001
QI-0012087,2025-02-23 06:00:00,M02,DRH-015,129,0,0.0022,PASS,,QC-B,ISO 9001
QI-0012088,2025-06-25 18:00:00,M26,LRB-016,110,0,0.003,PASS,,QC-B,IATF 16949
QI-0012089,2025-12-02 13:00:00,M22,BUM-021,95,0,0.002,PASS,,QC-A,ISO 9001
QI-0012090,2025-01-30 04:00:00,M21,HND-009,133,2,0.0191,PASS,飞边,QC-B,ISO 9001
QI-0012091,2024-01-27 03:00:00,M17,BUM-019,80,2,0.027,PASS,尺寸不合格,QC-C,客户标准
QI-0012092,2026-03-15 08:00:00,M02,DRH-008,190,0,0.0013,PASS,,QC-D,客户标准
QI-0012093,2025-09-17 21:00:00,M18,BUM-013,101,0,0.0047,PASS,,QC-C,ISO 9001
QI-0012094,2024-07-18 16:00:00,M03,DRH-023,83,0,0.0023,PASS,,QC-C,IATF 16949
QI-0012095,2024-01-26 20:00:00,M25,TLP-023,79,1,0.0157,PASS,飞边,QC-D,客户标准
QI-0012096,2026-03-12 08:00:00,M20,BUM-012,21,0,0.0009,PASS,,QC-B,客户标准
QI-0012097,2025-02-09 17:00:00,M06,CUP-001,142,0,0.0045,PASS,,QC-D,客户标准
QI-0012098,2024-07-16 16:00:00,M12,CUP-030,87,0,0.0038,PASS,,QC-D,客户标准
QI-0012099,2026-02-26 14:00:00,M16,TLM-022,84,1,0.0189,FAIL,飞边,QC-C,客户标准
QI-0012100,2025-05-05 10:00:00,M10,CUP-012,165,0,0.0046,PASS,,QC-D,ISO 9001
QI-0012101,2024-04-09 21:00:00,M19,TLM-011,97,1,0.0135,PASS,黑点,QC-C,ISO 9001
QI-0012102,2025-03-14 08:00:00,M17,TLM-018,141,2,0.0152,PASS,变形,QC-B,ISO 9001
QI-0012103,2024-12-30 09:00:00,M16,TLM-018,20,0,0.0116,PASS,,QC-D,IATF 16949
QI-0012104,2024-03-22 03:00:00,M09,VEN-002,196,1,0.0063,PASS,缺料,QC-D,客户标准
QI-0012105,2024-05-01 07:00:00,M10,CUP-003,34,0,0.0055,PASS,,QC-B,ISO 9001
QI-0012106,2025-09-06 00:00:00,M28,LRB-013,100,0,0.0098,PASS,,QC-C,客户标准
QI-0012107,2025-04-13 08:00:00,M26,LFR-005,85,0,0.0093,PASS,,QC-B,客户标准
QI-0012108,2024-06-14 02:00:00,M12,VEN-013,142,0,0.0024,PASS,,QC-D,客户标准
QI-0012109,2024-11-26 03:00:00,M20,BUM-009,40,0,0.0104,PASS,,QC-B,IATF 16949
QI-0012110,2025-05-25 09:00:00,M09,DRH-024,193,0,0.0023,PASS,,QC-B,IATF 16949
QI-0012111,2025-03-25 19:00:00,M06,CUP-019,154,2,0.0151,PASS,气泡,QC-A,客户标准
QI-0012112,2024-10-17 18:00:00,M11,CUP-029,50,0,0.0034,PASS,,QC-B,客户标准
QI-0012113,2026-03-26 05:00:00,M11,VEN-006,150,2,0.0165,PASS,黑点,QC-D,IATF 16949
QI-0012114,2025-05-28 14:00:00,M12,DRH-030,152,0,0.0038,PASS,,QC-C,客户标准
QI-0012115,2025-08-14 00:00:00,M02,CUP-012,139,2,0.0163,FAIL,气泡,QC-C,ISO 9001
QI-0012116,2025-10-24 09:00:00,M27,LRB-012,107,0,0.0031,PASS,,QC-D,IATF 16949
QI-0012117,2025-02-12 00:00:00,M29,LFR-017,122,0,0.0038,PASS,,QC-D,IATF 16949
QI-0012118,2025-06-04 16:00:00,M27,LFR-011,155,0,0.0053,PASS,,QC-B,客户标准
QI-0012119,2024-10-28 22:00:00,M11,CUP-008,192,0,0.0007,PASS,,QC-B,IATF 16949
QI-0012120,2025-07-24 07:00:00,M04,VEN-018,142,0,0.0066,PASS,,QC-D,IATF 16949
QI-0012121,2025-09-27 07:00:00,M08,CUP-020,115,1,0.0122,PASS,变形,QC-D,客户标准
QI-0012122,2026-01-03 08:00:00,M28,LFR-010,82,0,0.0064,PASS,,QC-D,IATF 16949
QI-0012123,2024-12-27 07:00:00,M04,DRH-013,96,0,0.0004,PASS,,QC-A,客户标准
QI-0012124,2025-11-12 18:00:00,M22,BUM-019,70,0,0.0093,PASS,,QC-B,客户标准
QI-0012125,2024-09-04 19:00:00,M22,TLM-007,81,2,0.0316,PASS,尺寸不合格,QC-C,客户标准
QI-0012126,2024-03-31 17:00:00,M12,DRH-015,105,0,0.002,PASS,,QC-D,客户标准
QI-0012127,2026-02-19 02:00:00,M19,HND-015,168,0,0.0042,PASS,,QC-B,IATF 16949
QI-0012128,2024-11-21 12:00:00,M22,BUM-001,104,0,0.0036,PASS,,QC-B,IATF 16949
QI-0012129,2024-09-05 00:00:00,M24,TLP-008,79,0,0.0033,PASS,,QC-D,ISO 9001
QI-0012130,2024-10-26 18:00:00,M05,VEN-023,109,0,0.0067,PASS,,QC-B,客户标准
QI-0012131,2025-02-05 13:00:00,M14,TLM-002,154,0,0.002,PASS,,QC-B,客户标准
QI-0012132,2024-04-18 23:00:00,M03,VEN-018,55,0,0.0018,PASS,,QC-D,ISO 9001
QI-0012133,2025-05-26 22:00:00,M14,TLM-018,93,0,0.0028,PASS,,QC-D,IATF 16949
QI-0012134,2026-03-12 16:00:00,M05,VEN-013,162,0,0.0048,PASS,,QC-C,客户标准
QI-0012135,2024-05-11 10:00:00,M13,CUP-027,175,0,0.0053,PASS,,QC-D,客户标准
QI-0012136,2025-11-30 20:00:00,M20,BUM-002,122,0,0.0022,PASS,,QC-A,ISO 9001
QI-0012137,2025-08-15 11:00:00,M04,DRH-021,186,4,0.022,PASS,黑点,QC-A,客户标准
QI-0012138,2026-03-18 13:00:00,M22,BUM-004,55,0,0.0023,PASS,,QC-B,IATF 16949
QI-0012139,2024-06-07 08:00:00,M26,LRB-018,153,4,0.0298,PASS,缺料,QC-B,ISO 9001
QI-0012140,2025-10-23 22:00:00,M27,LFR-014,155,0,0.0032,PASS,,QC-C,ISO 9001
QI-0012141,2025-01-06 02:00:00,M06,VEN-018,24,1,0.05,FAIL,缺料,QC-A,客户标准
QI-0012142,2025-11-22 12:00:00,M26,LFR-022,20,0,0.0045,PASS,,QC-C,IATF 16949
QI-0012143,2024-08-08 06:00:00,M12,VEN-007,51,0,0.01,PASS,,QC-D,客户标准
QI-0012144,2025-05-04 10:00:00,M06,DRH-003,71,0,0.004,PASS,,QC-B,客户标准
QI-0012145,2024-07-21 22:00:00,M19,HND-011,85,0,0.0033,PASS,,QC-A,ISO 9001
QI-0012146,2025-10-30 00:00:00,M11,CUP-022,196,3,0.018,PASS,银纹,QC-D,ISO 9001
QI-0012147,2024-06-28 14:00:00,M07,VEN-010,197,1,0.0063,PASS,色差,QC-D,客户标准
QI-0012148,2025-09-22 10:00:00,M26,LRB-014,109,0,0.0079,PASS,,QC-B,ISO 9001
QI-0012149,2024-01-25 00:00:00,M07,DRH-024,37,0,0.0056,PASS,,QC-A,ISO 9001
QI-0012150,2026-02-23 23:00:00,M07,VEN-008,123,0,0.0076,PASS,,QC-C,IATF 16949
QI-0012151,2025-04-27 04:00:00,M04,DRH-006,89,0,0.0027,PASS,,QC-D,IATF 16949
QI-0012152,2026-04-20 14:00:00,M01,DRH-028,53,0,0.0038,PASS,,QC-C,ISO 9001
QI-0012153,2025-01-21 18:00:00,M01,VEN-030,96,0,0.0025,PASS,,QC-C,IATF 16949
QI-0012154,2025-09-19 13:00:00,M07,CUP-023,113,3,0.0299,PASS,气泡,QC-B,IATF 16949
QI-0012155,2024-02-20 21:00:00,M17,BUM-011,147,0,0.0006,PASS,,QC-B,ISO 9001
QI-0012156,2025-01-08 16:00:00,M14,TLM-008,142,0,0.0053,PASS,,QC-C,IATF 16949
QI-0012157,2024-01-15 10:00:00,M05,DRH-015,135,1,0.0113,PASS,飞边,QC-B,IATF 16949
QI-0012158,2024-04-01 05:00:00,M01,CUP-003,74,0,0.0068,PASS,,QC-C,ISO 9001
QI-0012159,2026-02-26 10:00:00,M09,DRH-015,168,7,0.0426,PASS,熔接痕,QC-B,客户标准
QI-0012160,2026-04-04 13:00:00,M13,CUP-029,76,0,0.0101,PASS,,QC-A,ISO 9001
QI-0012161,2025-03-12 14:00:00,M08,CUP-019,174,1,0.0073,PASS,银纹,QC-A,IATF 16949
QI-0012162,2025-05-27 16:00:00,M24,DUO-012,78,1,0.0228,PASS,飞边,QC-C,ISO 9001
QI-0012163,2025-07-19 06:00:00,M15,HND-016,189,3,0.0162,PASS,熔接痕,QC-B,IATF 16949
QI-0012164,2025-03-05 12:00:00,M03,DRH-001,41,0,0.0026,PASS,,QC-D,IATF 16949
QI-0012165,2025-10-19 15:00:00,M22,BUM-003,179,0,0.0053,PASS,,QC-A,客户标准
QI-0012166,2026-04-14 10:00:00,M15,BUM-008,91,1,0.0184,PASS,缺料,QC-B,IATF 16949
QI-0012167,2026-03-31 12:00:00,M23,DUO-014,52,0,0.0022,PASS,,QC-A,客户标准
QI-0012168,2024-12-25 10:00:00,M21,TLM-011,146,2,0.0146,PASS,银纹,QC-C,IATF 16949
QI-0012169,2025-02-16 11:00:00,M10,VEN-014,59,0,0.0097,PASS,,QC-D,ISO 9001
QI-0012170,2024-07-01 00:00:00,M15,BUM-026,60,0,0.0139,PASS,,QC-B,ISO 9001
QI-0012171,2024-11-14 00:00:00,M16,BUM-020,159,0,0.0047,PASS,,QC-B,客户标准
QI-0012172,2025-04-11 00:00:00,M10,VEN-020,178,0,0.0029,PASS,,QC-D,客户标准
QI-0012173,2024-03-08 03:00:00,M27,LFR-008,123,1,0.009,PASS,气泡,QC-B,客户标准
QI-0012174,2024-07-03 10:00:00,M02,CUP-026,146,0,0.0038,PASS,,QC-C,客户标准
QI-0012175,2024-11-25 13:00:00,M09,DRH-005,157,0,0.0035,PASS,,QC-C,客户标准
QI-0012176,2025-03-14 09:00:00,M20,TLM-014,54,0,0.0063,PASS,,QC-A,ISO 9001
QI-0012177,2024-09-28 20:00:00,M01,VEN-017,185,2,0.0118,PASS,气泡,QC-D,ISO 9001
QI-0012178,2025-11-10 10:00:00,M25,DUO-014,21,0,0.0054,PASS,,QC-C,IATF 16949
QI-0012179,2024-10-17 12:00:00,M07,DRH-004,24,0,0.0126,PASS,,QC-D,客户标准
QI-0012180,2026-03-02 03:00:00,M12,CUP-013,178,2,0.016,FAIL,黑点,QC-B,IATF 16949
QI-0012181,2025-05-02 03:00:00,M12,DRH-002,67,0,0.0061,PASS,,QC-A,IATF 16949
QI-0012182,2024-12-09 22:00:00,M04,VEN-013,147,3,0.0248,PASS,熔接痕,QC-A,IATF 16949
QI-0012183,2024-04-27 17:00:00,M01,VEN-030,44,0,0.0083,PASS,,QC-B,客户标准
QI-0012184,2024-05-17 01:00:00,M11,CUP-014,147,3,0.0239,PASS,缺料,QC-B,客户标准
QI-0012185,2025-03-03 22:00:00,M11,CUP-029,41,0,0.0155,PASS,,QC-A,ISO 9001
QI-0012186,2024-07-06 21:00:00,M22,TLM-027,160,1,0.0085,PASS,气泡,QC-B,ISO 9001
QI-0012187,2025-07-05 05:00:00,M14,TLM-005,160,0,0.0061,PASS,,QC-C,客户标准
QI-0012188,2024-06-06 05:00:00,M21,TLM-007,41,0,0.0178,PASS,,QC-B,ISO 9001
QI-0012189,2024-06-30 22:00:00,M27,LFR-014,40,0,0.0097,PASS,,QC-C,ISO 9001
QI-0012190,2025-05-27 12:00:00,M01,DRH-007,146,0,0.0053,PASS,,QC-C,客户标准
QI-0012191,2024-01-03 12:00:00,M29,LRB-022,135,0,0.0067,PASS,,QC-C,IATF 16949
QI-0012192,2025-10-01 15:00:00,M06,VEN-028,75,0,0.0072,PASS,,QC-A,ISO 9001
