shift_id,shift_date,shift_name,operator_id,operator_name,assigned_machines,effective_hours,overtime_hours,attended
SH-0005652,2024-04-28,夜班,OP041,操作员41,M02;M19,7.88,0.88,True
SH-0005653,2024-04-28,夜班,OP015,操作员15,M24;M07;M03,8.21,1.53,True
SH-0005654,2024-04-28,夜班,OP020,操作员20,M29;M16;M22,7.54,1.24,True
SH-0005655,2024-04-28,夜班,OP010,操作员10,M08,6.67,1.85,True
SH-0005656,2024-04-28,夜班,OP012,操作员12,M12;M22,7.87,0.48,True
SH-0005657,2024-04-28,夜班,OP007,操作员07,M14,8.25,0.1,False
SH-0005658,2024-04-28,夜班,OP045,操作员45,M13;M29,8.39,0.94,False
SH-0005659,2024-04-28,夜班,OP022,操作员22,M25;M12;M01,7.57,1.13,False
SH-0005660,2024-04-28,夜班,OP033,操作员33,M24,8.04,1.47,True
SH-0005661,2024-04-28,夜班,OP029,操作员29,M02,7.98,0.24,True
SH-0005662,2024-04-28,夜班,OP046,操作员46,M27,8.38,0.04,True
SH-0005663,2024-04-28,夜班,OP003,操作员03,M22,7.04,0.55,True
SH-0005664,2024-04-28,夜班,OP006,操作员06,M26;M29;M22,6.67,1.11,True
SH-0005665,2024-04-28,夜班,OP024,操作员24,M03,8.21,0.76,True
SH-0005666,2024-04-28,夜班,OP047,操作员47,M27,7.97,1.12,True
SH-0005667,2024-04-28,夜班,OP026,操作员26,M14;M18,6.73,0.54,True
SH-0005668,2024-04-28,夜班,OP004,操作员04,M14;M23;M27,6.82,0.77,True
SH-0005669,2024-04-28,夜班,OP008,操作员08,M24,7.01,1.21,False
SH-0005670,2024-04-28,夜班,OP048,操作员48,M11,6.99,1.72,True
SH-0005671,2024-04-28,夜班,OP038,操作员38,M06;M02;M26,7.19,0.58,True
SH-0005672,2024-04-28,晚班,OP003,操作员03,M24;M10;M08,7.29,1.29,True
SH-0005673,2024-04-28,晚班,OP018,操作员18,M09;M10;M22,6.78,1.88,True
SH-0005674,2024-04-28,晚班,OP046,操作员46,M01;M03;M16,6.55,1.12,False
SH-0005675,2024-04-28,晚班,OP016,操作员16,M07;M25,6.9,0.28,True
SH-0005676,2024-04-28,晚班,OP021,操作员21,M14;M09;M18,6.79,1.15,True
SH-0005677,2024-04-28,晚班,OP035,操作员35,M26;M27,7.81,0.96,True
SH-0005678,2024-04-28,晚班,OP020,操作员20,M16;M18;M25,6.55,0.16,True
SH-0005679,2024-04-28,晚班,OP028,操作员28,M06,7.35,0.97,True
SH-0005680,2024-04-28,晚班,OP007,操作员07,M10,6.92,0.65,True
SH-0005681,2024-04-28,晚班,OP002,操作员02,M17,8.0,1.64,True
SH-0005682,2024-04-28,晚班,OP029,操作员29,M21;M11;M27,7.87,0.32,False
SH-0005683,2024-04-28,晚班,OP034,操作员34,M15,7.43,1.88,True
SH-0005684,2024-04-28,晚班,OP043,操作员43,M21;M07,7.94,0.64,True
SH-0005685,2024-04-28,晚班,OP002,操作员02,M27;M23,8.3,1.26,False
SH-0005686,2024-04-28,晚班,OP024,操作员24,M19;M06;M13,8.3,1.31,True
SH-0005687,2024-04-29,白班,OP043,操作员43,M29;M24;M10,8.26,1.53,True
SH-0005688,2024-04-29,白班,OP007,操作员07,M05;M02;M29,7.66,1.84,True
SH-0005689,2024-04-29,白班,OP020,操作员20,M08;M27,8.26,1.89,True
SH-0005690,2024-04-29,白班,OP044,操作员44,M24,8.49,1.96,True
SH-0005691,2024-04-29,白班,OP027,操作员27,M18;M21;M20,8.34,1.44,True
SH-0005692,2024-04-29,白班,OP035,操作员35,M24;M27,7.08,0.15,True
SH-0005693,2024-04-29,白班,OP019,操作员19,M16;M20;M05,8.15,1.17,True
SH-0005694,2024-04-29,白班,OP018,操作员18,M03;M13,7.48,0.48,True
SH-0005695,2024-04-29,白班,OP002,操作员02,M09;M29,7.19,1.32,True
SH-0005696,2024-04-29,白班,OP021,操作员21,M02;M22;M23,6.77,1.76,True
SH-0005697,2024-04-29,白班,OP026,操作员26,M24,6.72,0.64,True
SH-0005698,2024-04-29,白班,OP013,操作员13,M18;M02,7.91,0.02,True
SH-0005699,2024-04-29,白班,OP042,操作员42,M28;M05,7.83,1.3,False
SH-0005700,2024-04-29,白班,OP029,操作员29,M29;M18;M01,7.66,1.7,True
SH-0005701,2024-04-29,白班,OP002,操作员02,M25;M21;M20,7.47,0.55,True
SH-0005702,2024-04-29,白班,OP034,操作员34,M18,7.92,0.48,True
SH-0005703,2024-04-29,白班,OP036,操作员36,M24,7.23,0.27,True
SH-0005704,2024-04-29,夜班,OP027,操作员27,M25,7.17,1.04,False
SH-0005705,2024-04-29,夜班,OP002,操作员02,M12;M16;M10,7.49,1.55,True
SH-0005706,2024-04-29,夜班,OP018,操作员18,M06;M12;M18,7.99,0.1,False
SH-0005707,2024-04-29,夜班,OP048,操作员48,M29;M18,7.87,1.42,True
SH-0005708,2024-04-29,夜班,OP025,操作员25,M23;M22;M10,7.14,1.38,True
SH-0005709,2024-04-29,夜班,OP010,操作员10,M08,6.71,0.29,True
SH-0005710,2024-04-29,夜班,OP016,操作员16,M25,6.75,1.06,True
SH-0005711,2024-04-29,夜班,OP038,操作员38,M05;M03,7.15,1.99,True
SH-0005712,2024-04-29,夜班,OP043,操作员43,M22;M18;M08,7.9,0.87,True
SH-0005713,2024-04-29,夜班,OP018,操作员18,M01;M24,7.86,0.19,True
SH-0005714,2024-04-29,夜班,OP019,操作员19,M12;M29;M27,8.2,0.27,True
SH-0005715,2024-04-29,夜班,OP029,操作员29,M01;M11;M10,8.15,1.74,True
SH-0005716,2024-04-29,夜班,OP004,操作员04,M25;M24;M03,6.77,0.55,True
SH-0005717,2024-04-29,夜班,OP004,操作员04,M27,7.73,1.53,False
SH-0005718,2024-04-29,晚班,OP015,操作员15,M03,7.98,0.5,True
SH-0005719,2024-04-29,晚班,OP013,操作员13,M09,7.27,1.61,True
SH-0005720,2024-04-29,晚班,OP004,操作员04,M26,7.65,0.21,False
SH-0005721,2024-04-29,晚班,OP046,操作员46,M01;M07,6.69,1.75,False
SH-0005722,2024-04-29,晚班,OP022,操作员22,M19,7.52,0.88,True
SH-0005723,2024-04-29,晚班,OP016,操作员16,M20,7.69,1.25,True
SH-0005724,2024-04-29,晚班,OP029,操作员29,M06;M15,8.22,0.05,True
SH-0005725,2024-04-29,晚班,OP048,操作员48,M08;M05,6.91,0.36,True
SH-0005726,2024-04-29,晚班,OP033,操作员33,M27;M05,8.31,1.99,True
SH-0005727,2024-04-29,晚班,OP036,操作员36,M10;M12,6.73,1.79,True
SH-0005728,2024-04-29,晚班,OP022,操作员22,M08;M14,7.72,0.95,True
SH-0005729,2024-04-29,晚班,OP018,操作员18,M06,7.85,0.21,True
SH-0005730,2024-04-29,晚班,OP039,操作员39,M18,7.74,1.31,True
SH-0005731,2024-04-29,晚班,OP018,操作员18,M16;M10,7.23,0.41,True
SH-0005732,2024-04-29,晚班,OP026,操作员26,M09,8.08,0.94,True
SH-0005733,2024-04-30,白班,OP005,操作员05,M14,7.0,0.73,True
SH-0005734,2024-04-30,白班,OP025,操作员25,M27;M14;M08,8.3,0.85,True
SH-0005735,2024-04-30,白班,OP041,操作员41,M23;M25;M02,8.48,0.98,True
SH-0005736,2024-04-30,白班,OP040,操作员40,M08;M29,6.81,0.88,True
SH-0005737,2024-04-30,白班,OP038,操作员38,M15;M25,6.79,1.66,True
SH-0005738,2024-04-30,白班,OP019,操作员19,M21;M04,8.21,1.91,True
SH-0005739,2024-04-30,白班,OP044,操作员44,M02,7.66,0.6,False
SH-0005740,2024-04-30,白班,OP005,操作员05,M13,8.06,1.09,True
SH-0005741,2024-04-30,白班,OP026,操作员26,M08;M26;M07,8.1,0.85,True
SH-0005742,2024-04-30,白班,OP031,操作员31,M26,7.04,0.65,True
SH-0005743,2024-04-30,白班,OP043,操作员43,M15,7.65,1.75,True
SH-0005744,2024-04-30,白班,OP006,操作员06,M04;M07;M27,7.6,0.76,True
SH-0005745,2024-04-30,白班,OP013,操作员13,M12;M19;M11,8.49,0.81,False
SH-0005746,2024-04-30,白班,OP008,操作员08,M10;M04;M06,8.36,0.36,True
SH-0005747,2024-04-30,夜班,OP001,操作员01,M25,8.19,1.71,True
SH-0005748,2024-04-30,夜班,OP030,操作员30,M17;M18;M07,6.52,1.37,True
SH-0005749,2024-04-30,夜班,OP024,操作员24,M08;M02,6.67,1.2,False
SH-0005750,2024-04-30,夜班,OP020,操作员20,M29;M15,7.72,1.99,True
SH-0005751,2024-04-30,夜班,OP037,操作员37,M22,7.46,0.41,True
SH-0005752,2024-04-30,夜班,OP003,操作员03,M03,7.54,0.26,True
SH-0005753,2024-04-30,夜班,OP001,操作员01,M04;M18,6.94,1.3,True
SH-0005754,2024-04-30,夜班,OP034,操作员34,M10,7.88,1.67,False
SH-0005755,2024-04-30,夜班,OP031,操作员31,M11;M14,6.9,0.73,False
SH-0005756,2024-04-30,夜班,OP033,操作员33,M06,7.47,1.38,True
SH-0005757,2024-04-30,夜班,OP036,操作员36,M19,8.07,1.84,True
SH-0005758,2024-04-30,夜班,OP017,操作员17,M07;M04;M14,7.13,1.85,False
SH-0005759,2024-04-30,夜班,OP026,操作员26,M11;M09;M23,8.32,1.84,True
SH-0005760,2024-04-30,夜班,OP021,操作员21,M23;M18,7.27,1.01,True
SH-0005761,2024-04-30,夜班,OP010,操作员10,M16,7.8,1.33,True
SH-0005762,2024-04-30,夜班,OP046,操作员46,M21;M27;M19,6.81,0.66,True
SH-0005763,2024-04-30,晚班,OP038,操作员38,M08,6.84,0.82,False
SH-0005764,2024-04-30,晚班,OP016,操作员16,M24;M14,7.07,0.72,False
SH-0005765,2024-04-30,晚班,OP012,操作员12,M20;M15,8.1,0.25,True
SH-0005766,2024-04-30,晚班,OP040,操作员40,M12;M23;M15,6.53,0.52,True
SH-0005767,2024-04-30,晚班,OP040,操作员40,M02;M09,8.41,0.34,False
SH-0005768,2024-04-30,晚班,OP011,操作员11,M22,7.86,0.85,True
SH-0005769,2024-04-30,晚班,OP018,操作员18,M09;M12,7.87,0.45,False
SH-0005770,2024-04-30,晚班,OP047,操作员47,M27;M11,6.81,1.19,False
SH-0005771,2024-04-30,晚班,OP030,操作员30,M21;M25,8.09,1.38,True
SH-0005772,2024-04-30,晚班,OP014,操作员14,M10;M06,7.21,1.12,True
SH-0005773,2024-04-30,晚班,OP011,操作员11,M27;M04,6.98,0.22,True
SH-0005774,2024-04-30,晚班,OP015,操作员15,M01;M22;M15,7.82,0.72,True
SH-0005775,2024-04-30,晚班,OP039,操作员39,M24;M29;M23,8.18,1.71,False
SH-0005776,2024-04-30,晚班,OP007,操作员07,M20;M28;M01,6.68,1.17,True
SH-0005777,2024-04-30,晚班,OP034,操作员34,M10;M01,6.59,1.78,True
SH-0005778,2024-04-30,晚班,OP025,操作员25,M04;M25,8.05,1.84,False
SH-0005779,2024-05-01,白班,OP029,操作员29,M20;M12;M06,8.25,0.37,True
SH-0005780,2024-05-01,白班,OP026,操作员26,M19;M13;M17,8.05,1.13,False
SH-0005781,2024-05-01,白班,OP026,操作员26,M29;M01,7.75,1.69,False
SH-0005782,2024-05-01,白班,OP048,操作员48,M17,8.43,1.54,True
SH-0005783,2024-05-01,白班,OP034,操作员34,M06,8.17,1.0,False
SH-0005784,2024-05-01,白班,OP033,操作员33,M18;M20,8.04,0.24,False
SH-0005785,2024-05-01,白班,OP045,操作员45,M13;M03,7.41,0.38,True
SH-0005786,2024-05-01,白班,OP005,操作员05,M10,8.12,1.18,True
SH-0005787,2024-05-01,白班,OP035,操作员35,M08;M12,7.97,1.27,True
SH-0005788,2024-05-01,白班,OP029,操作员29,M19;M26,6.99,0.72,True
SH-0005789,2024-05-01,白班,OP009,操作员09,M26,6.68,0.48,True
SH-0005790,2024-05-01,白班,OP020,操作员20,M11;M06;M29,6.56,1.76,True
SH-0005791,2024-05-01,白班,OP029,操作员29,M18,8.02,0.49,False
SH-0005792,2024-05-01,白班,OP018,操作员18,M11;M23,8.09,1.13,True
SH-0005793,2024-05-01,白班,OP045,操作员45,M17,8.43,0.8,False
SH-0005794,2024-05-01,白班,OP019,操作员19,M07;M24,7.61,0.05,False
SH-0005795,2024-05-01,夜班,OP042,操作员42,M09,8.12,0.15,True
SH-0005796,2024-05-01,夜班,OP012,操作员12,M19;M02,7.53,1.07,True
SH-0005797,2024-05-01,夜班,OP018,操作员18,M21,7.74,1.27,True
SH-0005798,2024-05-01,夜班,OP014,操作员14,M25,8.37,0.31,True
SH-0005799,2024-05-01,夜班,OP005,操作员05,M18,7.61,0.26,False
SH-0005800,2024-05-01,夜班,OP047,操作员47,M23;M27,6.61,0.2,True
SH-0005801,2024-05-01,夜班,OP041,操作员41,M27,6.68,0.56,True
SH-0005802,2024-05-01,夜班,OP025,操作员25,M07;M12;M25,6.69,0.6,True
SH-0005803,2024-05-01,夜班,OP007,操作员07,M26;M10;M05,6.8,0.3,False
SH-0005804,2024-05-01,夜班,OP008,操作员08,M01;M18;M26,6.66,1.5,True
SH-0005805,2024-05-01,夜班,OP039,操作员39,M08;M13;M02,8.4,0.39,True
SH-0005806,2024-05-01,夜班,OP025,操作员25,M18;M17;M24,7.22,1.63,True
SH-0005807,2024-05-01,晚班,OP019,操作员19,M28;M16,8.11,0.84,True
SH-0005808,2024-05-01,晚班,OP020,操作员20,M01;M25,6.85,0.29,True
SH-0005809,2024-05-01,晚班,OP033,操作员33,M17,8.11,1.95,True
SH-0005810,2024-05-01,晚班,OP014,操作员14,M08,8.23,0.29,False
SH-0005811,2024-05-01,晚班,OP015,操作员15,M08;M24;M01,8.11,1.62,True
SH-0005812,2024-05-01,晚班,OP009,操作员09,M23;M03;M26,7.42,0.85,True
SH-0005813,2024-05-01,晚班,OP024,操作员24,M15;M14;M08,8.43,1.75,True
SH-0005814,2024-05-01,晚班,OP027,操作员27,M25,6.6,0.37,True
SH-0005815,2024-05-01,晚班,OP009,操作员09,M18,8.44,1.76,False
SH-0005816,2024-05-01,晚班,OP028,操作员28,M18,6.87,1.5,True
SH-0005817,2024-05-01,晚班,OP032,操作员32,M23;M16,7.05,0.37,True
SH-0005818,2024-05-01,晚班,OP005,操作员05,M12;M13;M17,6.75,0.64,False
SH-0005819,2024-05-01,晚班,OP048,操作员48,M14;M05;M16,8.34,1.27,True
SH-0005820,2024-05-01,晚班,OP028,操作员28,M08,6.6,0.09,True
SH-0005821,2024-05-01,晚班,OP029,操作员29,M03;M13;M14,6.52,1.7,True
SH-0005822,2024-05-01,晚班,OP038,操作员38,M01;M03;M20,6.95,1.4,False
SH-0005823,2024-05-01,晚班,OP025,操作员25,M26,7.94,2.0,True
SH-0005824,2024-05-02,白班,OP001,操作员01,M06;M22;M24,8.15,0.73,True
SH-0005825,2024-05-02,白班,OP004,操作员04,M23;M20,7.87,0.36,True
SH-0005826,2024-05-02,白班,OP041,操作员41,M10;M03,7.33,0.3,True
SH-0005827,2024-05-02,白班,OP002,操作员02,M29,8.25,0.95,True
SH-0005828,2024-05-02,白班,OP011,操作员11,M17;M12,8.43,1.82,True
SH-0005829,2024-05-02,白班,OP033,操作员33,M28,6.52,1.15,False
SH-0005830,2024-05-02,白班,OP008,操作员08,M21,7.99,0.13,False
SH-0005831,2024-05-02,白班,OP009,操作员09,M03,7.26,1.6,True
SH-0005832,2024-05-02,白班,OP016,操作员16,M24;M26;M09,8.03,1.82,True
SH-0005833,2024-05-02,白班,OP005,操作员05,M23;M16;M09,7.15,1.63,True
SH-0005834,2024-05-02,白班,OP034,操作员34,M01;M09,7.05,0.95,True
SH-0005835,2024-05-02,白班,OP023,操作员23,M01;M26,6.78,1.04,True
SH-0005836,2024-05-02,白班,OP012,操作员12,M06;M05,8.02,1.17,True
SH-0005837,2024-05-02,白班,OP001,操作员01,M17;M10;M24,7.44,1.63,False
SH-0005838,2024-05-02,白班,OP007,操作员07,M14;M23;M12,8.4,0.3,True
SH-0005839,2024-05-02,白班,OP032,操作员32,M17;M06,7.52,0.0,False
SH-0005840,2024-05-02,白班,OP021,操作员21,M04;M12;M27,7.57,0.01,True
SH-0005841,2024-05-02,白班,OP033,操作员33,M27,7.49,0.68,True
SH-0005842,2024-05-02,夜班,OP027,操作员27,M29;M24,7.34,0.71,True
SH-0005843,2024-05-02,夜班,OP003,操作员03,M04;M20;M08,8.43,1.4,False
SH-0005844,2024-05-02,夜班,OP046,操作员46,M25,8.04,0.07,True
SH-0005845,2024-05-02,夜班,OP002,操作员02,M02;M01;M05,8.04,0.69,True
SH-0005846,2024-05-02,夜班,OP001,操作员01,M14,8.43,0.07,True
SH-0005847,2024-05-02,夜班,OP006,操作员06,M08;M21,8.49,0.73,False
SH-0005848,2024-05-02,夜班,OP020,操作员20,M12;M09;M19,6.75,1.74,True
SH-0005849,2024-05-02,夜班,OP021,操作员21,M22;M03,7.03,1.66,True
SH-0005850,2024-05-02,夜班,OP030,操作员30,M24;M28,7.08,1.09,True
SH-0005851,2024-05-02,夜班,OP025,操作员25,M26,6.99,1.1,True
SH-0005852,2024-05-02,夜班,OP025,操作员25,M02;M19;M28,6.89,1.37,True
SH-0005853,2024-05-02,夜班,OP009,操作员09,M02;M25,7.57,1.9,True
SH-0005854,2024-05-02,夜班,OP048,操作员48,M26;M22,8.25,2.0,True
SH-0005855,2024-05-02,夜班,OP024,操作员24,M11;M12,7.08,1.21,True
SH-0005856,2024-05-02,夜班,OP030,操作员30,M23,6.82,0.69,True
SH-0005857,2024-05-02,夜班,OP005,操作员05,M26;M05;M06,6.74,0.07,True
SH-0005858,2024-05-02,夜班,OP030,操作员30,M09,6.57,0.14,True
SH-0005859,2024-05-02,夜班,OP001,操作员01,M11;M23,7.12,0.6,True
SH-0005860,2024-05-02,夜班,OP018,操作员18,M18;M24;M29,7.58,0.85,True
SH-0005861,2024-05-02,晚班,OP029,操作员29,M06;M11;M24,7.42,1.64,True
SH-0005862,2024-05-02,晚班,OP015,操作员15,M27;M02,8.23,1.64,True
SH-0005863,2024-05-02,晚班,OP021,操作员21,M24,7.32,0.44,False
SH-0005864,2024-05-02,晚班,OP004,操作员04,M16,6.94,1.82,True
SH-0005865,2024-05-02,晚班,OP004,操作员04,M26;M01;M29,7.21,0.52,True
SH-0005866,2024-05-02,晚班,OP004,操作员04,M14;M09,6.66,0.54,True
SH-0005867,2024-05-02,晚班,OP003,操作员03,M04;M26,7.71,1.63,True
SH-0005868,2024-05-02,晚班,OP034,操作员34,M28;M13,8.37,1.83,False
SH-0005869,2024-05-02,晚班,OP002,操作员02,M02,8.25,0.17,True
SH-0005870,2024-05-02,晚班,OP012,操作员12,M29;M20,7.2,0.67,True
SH-0005871,2024-05-02,晚班,OP031,操作员31,M27;M18;M10,8.25,1.39,True
SH-0005872,2024-05-02,晚班,OP003,操作员03,M16;M09,8.08,1.47,True
SH-0005873,2024-05-02,晚班,OP026,操作员26,M07;M15;M26,7.75,0.8,True
SH-0005874,2024-05-02,晚班,OP020,操作员20,M13;M14;M19,6.66,0.46,True
SH-0005875,2024-05-02,晚班,OP031,操作员31,M13,7.62,1.0,True
SH-0005876,2024-05-02,晚班,OP005,操作员05,M21,8.07,0.57,True
SH-0005877,2024-05-02,晚班,OP022,操作员22,M17,8.21,0.75,True
SH-0005878,2024-05-03,白班,OP037,操作员37,M15;M06,8.05,1.49,True
SH-0005879,2024-05-03,白班,OP027,操作员27,M03;M29;M15,7.07,0.0,True
SH-0005880,2024-05-03,白班,OP020,操作员20,M27,6.68,1.42,True
SH-0005881,2024-05-03,白班,OP037,操作员37,M24,8.4,1.88,True
SH-0005882,2024-05-03,白班,OP034,操作员34,M26;M22;M04,8.22,0.22,True
SH-0005883,2024-05-03,白班,OP023,操作员23,M15;M24,8.4,1.1,True
SH-0005884,2024-05-03,白班,OP005,操作员05,M06;M26,6.52,1.0,True
SH-0005885,2024-05-03,白班,OP026,操作员26,M12;M19,8.31,1.15,True
SH-0005886,2024-05-03,白班,OP045,操作员45,M25;M15;M13,8.41,0.37,True
SH-0005887,2024-05-03,白班,OP040,操作员40,M12,8.5,0.25,True
SH-0005888,2024-05-03,白班,OP027,操作员27,M19,6.83,1.05,True
SH-0005889,2024-05-03,白班,OP005,操作员05,M15,7.36,0.57,False
SH-0005890,2024-05-03,白班,OP043,操作员43,M29;M14;M21,8.26,1.74,True
SH-0005891,2024-05-03,白班,OP019,操作员19,M03;M06;M07,8.0,1.16,True
SH-0005892,2024-05-03,白班,OP032,操作员32,M29,7.64,1.29,True
SH-0005893,2024-05-03,白班,OP047,操作员47,M12,7.59,0.46,True
SH-0005894,2024-05-03,白班,OP012,操作员12,M03,7.62,1.51,True
SH-0005895,2024-05-03,白班,OP031,操作员31,M04,7.25,0.57,True
SH-0005896,2024-05-03,夜班,OP039,操作员39,M08,6.88,0.07,True
SH-0005897,2024-05-03,夜班,OP002,操作员02,M22;M21,7.56,2.0,True
SH-0005898,2024-05-03,夜班,OP033,操作员33,M18;M22,7.99,0.1,False
SH-0005899,2024-05-03,夜班,OP005,操作员05,M20,6.94,0.4,False
SH-0005900,2024-05-03,夜班,OP032,操作员32,M06;M27,7.56,0.73,False
SH-0005901,2024-05-03,夜班,OP022,操作员22,M21;M11;M07,6.56,1.21,True
SH-0005902,2024-05-03,夜班,OP047,操作员47,M22,7.3,0.66,False
SH-0005903,2024-05-03,夜班,OP021,操作员21,M15;M26,7.16,1.37,False
SH-0005904,2024-05-03,夜班,OP026,操作员26,M13,7.4,0.43,True
SH-0005905,2024-05-03,夜班,OP033,操作员33,M12,8.31,1.63,False
SH-0005906,2024-05-03,夜班,OP036,操作员36,M27,6.54,1.38,True
SH-0005907,2024-05-03,夜班,OP026,操作员26,M13;M24,8.43,0.81,True
SH-0005908,2024-05-03,夜班,OP032,操作员32,M18,7.72,1.0,True
SH-0005909,2024-05-03,夜班,OP013,操作员13,M23;M01;M19,7.36,1.56,True
SH-0005910,2024-05-03,夜班,OP025,操作员25,M13;M14,7.2,1.42,True
SH-0005911,2024-05-03,夜班,OP002,操作员02,M14;M01,7.84,0.41,False
SH-0005912,2024-05-03,夜班,OP018,操作员18,M04;M01;M28,6.59,0.58,True
SH-0005913,2024-05-03,夜班,OP004,操作员04,M07;M20;M05,8.18,1.86,True
SH-0005914,2024-05-03,夜班,OP008,操作员08,M22;M13;M05,7.14,0.25,True
SH-0005915,2024-05-03,晚班,OP024,操作员24,M08,7.74,1.58,True
SH-0005916,2024-05-03,晚班,OP048,操作员48,M14;M13;M27,6.6,1.29,True
SH-0005917,2024-05-03,晚班,OP037,操作员37,M13;M25;M19,7.35,1.6,True
SH-0005918,2024-05-03,晚班,OP039,操作员39,M27;M24;M09,7.16,1.6,True
SH-0005919,2024-05-03,晚班,OP018,操作员18,M12;M27;M20,6.95,1.22,True
SH-0005920,2024-05-03,晚班,OP045,操作员45,M19,7.56,0.99,True
SH-0005921,2024-05-03,晚班,OP045,操作员45,M20;M21,8.08,0.37,True
SH-0005922,2024-05-03,晚班,OP027,操作员27,M16,6.7,1.43,False
SH-0005923,2024-05-03,晚班,OP030,操作员30,M20,7.11,1.56,True
SH-0005924,2024-05-03,晚班,OP025,操作员25,M13;M25,8.17,1.31,True
SH-0005925,2024-05-03,晚班,OP014,操作员14,M15;M01,6.67,1.87,True
SH-0005926,2024-05-03,晚班,OP017,操作员17,M15,8.08,1.57,False
SH-0005927,2024-05-03,晚班,OP035,操作员35,M16,8.46,0.25,True
SH-0005928,2024-05-03,晚班,OP008,操作员08,M16;M18,6.65,0.38,True
SH-0005929,2024-05-03,晚班,OP044,操作员44,M20,8.34,0.83,True
SH-0005930,2024-05-03,晚班,OP028,操作员28,M26;M27,6.58,1.52,True
SH-0005931,2024-05-03,晚班,OP023,操作员23,M08;M25,7.93,0.02,False
SH-0005932,2024-05-03,晚班,OP019,操作员19,M09;M24,6.85,0.49,True
SH-0005933,2024-05-04,白班,OP039,操作员39,M25;M10,6.66,1.36,True
SH-0005934,2024-05-04,白班,OP013,操作员13,M01;M16,8.15,0.67,True
SH-0005935,2024-05-04,白班,OP021,操作员21,M08;M01,8.2,1.2,True
SH-0005936,2024-05-04,白班,OP042,操作员42,M14;M28;M17,7.08,1.04,True
SH-0005937,2024-05-04,白班,OP042,操作员42,M13;M10;M09,6.7,1.72,True
SH-0005938,2024-05-04,白班,OP005,操作员05,M04,6.71,0.53,True
SH-0005939,2024-05-04,白班,OP045,操作员45,M15;M05;M25,6.88,1.87,True
SH-0005940,2024-05-04,白班,OP001,操作员01,M10;M01;M15,7.98,0.01,True
SH-0005941,2024-05-04,白班,OP034,操作员34,M02,8.19,0.44,True
SH-0005942,2024-05-04,白班,OP021,操作员21,M09,8.5,0.33,False
SH-0005943,2024-05-04,白班,OP021,操作员21,M19;M05,6.82,1.85,True
SH-0005944,2024-05-04,白班,OP010,操作员10,M21,7.8,0.3,True
SH-0005945,2024-05-04,夜班,OP017,操作员17,M28,7.94,0.08,True
SH-0005946,2024-05-04,夜班,OP027,操作员27,M27,7.45,1.33,True
SH-0005947,2024-05-04,夜班,OP046,操作员46,M13,8.31,1.13,True
SH-0005948,2024-05-04,夜班,OP032,操作员32,M08;M22,8.36,0.26,True
SH-0005949,2024-05-04,夜班,OP007,操作员07,M21,7.47,0.12,False
SH-0005950,2024-05-04,夜班,OP033,操作员33,M16;M14;M12,7.11,1.84,True
SH-0005951,2024-05-04,夜班,OP036,操作员36,M26,7.24,1.58,True
SH-0005952,2024-05-04,夜班,OP032,操作员32,M01,8.16,0.35,True
SH-0005953,2024-05-04,夜班,OP015,操作员15,M01;M04;M28,7.11,0.53,True
SH-0005954,2024-05-04,夜班,OP011,操作员11,M09,7.16,0.83,True
SH-0005955,2024-05-04,夜班,OP034,操作员34,M05;M26,6.9,1.17,True
SH-0005956,2024-05-04,夜班,OP025,操作员25,M12;M26,6.78,1.0,True
SH-0005957,2024-05-04,夜班,OP030,操作员30,M14;M29;M10,7.76,1.9,True
SH-0005958,2024-05-04,夜班,OP019,操作员19,M10;M26,6.98,0.34,True
SH-0005959,2024-05-04,夜班,OP014,操作员14,M17;M25,7.74,1.67,False
SH-0005960,2024-05-04,夜班,OP019,操作员19,M18;M07;M24,7.13,0.39,True
